City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
627,Yarim,YE,66.13,few clouds,14.298,44.3779,وليد المسوري ابو اسد
630,Suez,EG,68.56,broken clouds,29.9737,32.5263,Green House
634,Makakilo City,US,80.92,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
636,Laguna,US,86.5,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
637,Tura,IN,87.6,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
638,Tartus,SY,71.42,clear sky,34.889,35.8866,خيمة نبراس للاجئين
639,Ambanja,MG,73.33,few clouds,-13.6833,48.45,Hotel Salama and Fast Food
640,Taitung,TW,89.87,broken clouds,22.7583,121.1444,Taitung Bali Suites Hotel
645,Marsa Matruh,EG,68.2,clear sky,31.3525,27.2453,Beau Site
648,Zhigansk,RU,69.15,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
649,Hobyo,SO,80.91,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
650,Pecos,US,74.3,clear sky,31.4229,-103.4932,Knights Inn Pecos
651,Green River,US,72.0,clear sky,41.5286,-109.4662,Hampton Inn & Suites Green River
653,Aswan,EG,83.3,scattered clouds,24.0934,32.907,Nuba Nile
655,Sao Gabriel Da Cachoeira,BR,72.59,light rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
658,Marsaxlokk,MT,67.08,few clouds,35.8419,14.5431,Water's Edge
659,El Paso,US,78.46,broken clouds,31.8001,-106.2005,Desert Oasis Park
661,Shintomi,JP,78.12,overcast clouds,32.0785,131.4723,ホテルスイート
663,Pombas,CV,71.38,broken clouds,17.1503,-25.0201,POUSADA O RECANTO
664,Edson,CA,66.31,clear sky,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
666,Bani,DO,76.86,overcast clouds,18.2833,-70.3333,Hospedaje Henriquez
668,Juarez,MX,79.61,broken clouds,31.7333,-106.4833,Hotel Santa Fe
671,Waddan,LY,77.52,scattered clouds,29.1614,16.139,محل الشريف محمد العايب
672,Labuhan,ID,88.72,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
673,Mantua,IT,68.74,clear sky,45.1667,10.7833,Hotel la Favorita
674,Touros,BR,72.5,clear sky,-5.1989,-35.4608,INN NEW HORIZON
675,College,US,70.12,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
676,Bielsk Podlaski,PL,61.02,overcast clouds,52.7651,23.1865,Hotel Unibus
678,Samfya,ZM,61.41,scattered clouds,-11.3649,29.5565,Chita Lodge Samfya
679,Bubaque,GW,78.22,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
680,Fengrun,CN,81.75,clear sky,39.8333,118.1167,Super 8 Tangshan North Railway Station Tangfeng Road
682,Alta Floresta,BR,67.39,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
683,Ucluelet,CA,61.05,scattered clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
685,Redlands,US,83.55,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
686,Puerto Rico,AR,64.65,clear sky,-26.796,-55.023999999999994,Hotel Cabañas del Prado
688,Coruripe,BR,73.29,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
689,Clive,US,71.82,clear sky,41.603,-93.7241,Valley West Inn
690,Troyes,FR,61.57,mist,48.3333,4.0833,Logis Hôtel des Sources
