City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Wenchi,GH,2021-06-01 21:34:48,7.7392,-2.1046,76.32,81,73,4.52
277,Tikapur,NP,2021-06-01 21:34:49,28.5,81.1333,85.03,60,76,6.17
278,Mitsamiouli,KM,2021-06-01 21:34:49,-11.3847,43.2844,78.44,72,4,6.31
279,Kargat,RU,2021-06-01 21:34:49,55.1956,80.2811,53.4,97,39,10.02
280,Luwuk,ID,2021-06-01 21:34:50,-0.9516,122.7875,76.55,88,72,4.05
281,Dikson,RU,2021-06-01 21:34:50,73.5069,80.5464,32.63,98,99,8.57
282,Weligama,LK,2021-06-01 21:34:50,5.9667,80.4167,79.48,85,48,11.61
283,Dongsheng,CN,2021-06-01 21:34:51,39.8161,109.9776,48.25,45,41,16.93
284,Almaznyy,RU,2021-06-01 21:34:51,48.0448,40.045,57.34,97,100,12.08
285,Maniitsoq,GL,2021-06-01 21:34:52,65.4167,-52.9,39.54,77,88,7.23
286,Fukue,JP,2021-06-01 21:34:52,32.6881,128.8419,70.3,78,100,7.34
287,Kozhva,RU,2021-06-01 21:34:52,65.1073,57.0459,36.19,64,99,11.45
288,Guerrero Negro,MX,2021-06-01 21:34:53,27.9769,-114.0611,72.43,51,1,14.25
289,Sinop,TR,2021-06-01 21:34:53,41.7711,34.8709,52.38,94,100,2.13
290,Turkan,AZ,2021-06-01 21:34:54,40.3639,50.215,68.18,88,0,8.79
291,Zaria,NG,2021-06-01 21:34:54,11.1113,7.7227,72.77,76,41,12.17
292,Poum,NC,2021-06-01 21:34:54,-20.2333,164.0167,71.26,61,14,7.85
293,Nelson Bay,AU,2021-06-01 21:34:55,-32.7167,152.15,55.69,94,97,4.59
294,Viseu,PT,2021-06-01 21:34:55,40.661,-7.9097,57.74,92,79,2.15
