City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
414,Rorvik,NO,64.8621,11.2373,57.31,82,0,5.75,clear sky
415,Cedar City,US,37.6775,-113.0619,77.97,13,1,4.61,clear sky
416,Linqing,CN,36.8456,115.7117,95.86,10,1,15.68,clear sky
417,Cascais,PT,38.6979,-9.4215,58.62,71,81,15.99,broken clouds
418,Safaga,EG,26.7292,33.9365,76.95,31,31,19.1,scattered clouds
419,Smithers,CA,54.7804,-127.1743,53.92,54,90,4.61,overcast clouds
420,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.82,78,49,6.4,scattered clouds
421,Kudahuvadhoo,MV,2.6708,72.8944,83.64,69,100,15.43,overcast clouds
422,Xuchang,CN,34.0167,113.8167,90.48,11,22,14.16,few clouds
423,Kundgol,IN,15.25,75.25,82.02,59,97,6.22,overcast clouds
424,Kiruna,SE,67.8557,20.2251,59.92,48,0,3.44,clear sky
425,Majene,ID,-3.5403,118.9707,87.96,62,33,6.04,scattered clouds
426,Saquena,PE,-4.6667,-73.5167,73.71,95,96,0.76,overcast clouds
427,Guane,CU,22.2025,-84.0875,75.85,89,62,4.07,broken clouds
428,Aligudarz,IR,33.4006,49.6949,78.35,12,0,3.51,clear sky
429,Xai-Xai,MZ,-25.0519,33.6442,62.4,85,100,24.45,light rain
430,Belyy Yar,RU,53.6039,91.3903,76.89,50,40,9.48,moderate rain
431,Manzanillo,CU,20.3433,-77.1167,74.32,89,15,4.9,few clouds
432,Bouca,CF,6.5105,18.2733,69.96,92,46,4.16,light rain
433,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.71,86,25,11.45,scattered clouds
434,Chickasha,US,35.0526,-97.9364,71.92,77,40,4.61,scattered clouds
435,Tommot,RU,58.9564,126.2925,75.83,33,13,3.36,few clouds
436,Dharapuram,IN,10.7333,77.5167,85.84,61,100,9.46,overcast clouds
437,Altamira,BR,-3.2033,-52.2064,71.11,99,24,2.3,moderate rain
438,Springbok,ZA,-29.6643,17.8865,48.4,39,56,10.96,broken clouds
439,Sayyan,YE,15.1718,44.3244,69.28,17,34,8.72,scattered clouds
440,Rayong,TH,12.8333,101.4333,95.99,58,98,9.04,overcast clouds
441,Saldanha,ZA,-33.0117,17.9442,46.45,58,39,5.08,scattered clouds
442,Gornyye Klyuchi,RU,45.25,133.5,64.42,51,18,12.68,few clouds
443,Mitu,CO,1.1983,-70.1733,70.9,99,79,1.77,broken clouds
444,Jiwani,PK,25.05,61.7417,85.66,77,51,14.12,broken clouds
445,Ornskoldsvik,SE,63.2909,18.7153,58.15,67,0,2.89,clear sky
446,Opuwo,NA,-18.0607,13.84,50.04,26,0,8.99,clear sky
447,Suluq,LY,31.6682,20.2521,73.65,34,2,6.49,clear sky
448,Bilma,NE,18.6853,12.9164,90.27,12,19,7.11,few clouds
449,Roma,US,43.2128,-75.4557,67.66,94,90,0.0,overcast clouds
450,Moba,CN,33.2288,105.0179,69.76,45,85,5.26,overcast clouds
451,Taltal,CL,-25.4,-70.4833,58.73,88,52,6.04,broken clouds
452,Whitefish,US,48.4111,-114.3376,74.95,62,1,2.91,clear sky
453,Lluta,PE,-16.0147,-72.0142,51.15,50,78,1.36,broken clouds
454,Kahului,US,20.8947,-156.47,80.62,75,40,18.41,scattered clouds
455,Cherkasy,UA,49.4285,32.0621,56.37,81,48,12.57,scattered clouds
456,Goderich,CA,43.7501,-81.7165,64.72,77,21,8.05,few clouds
457,Lambarene,GA,-0.7001,10.2406,73.09,97,51,1.92,broken clouds
458,Ust-Karsk,RU,52.7011,118.8077,69.84,39,72,9.62,broken clouds
459,Suratgarh,IN,29.3167,73.9,95.04,31,17,4.05,few clouds
460,Pacific Grove,US,36.6177,-121.9166,61.81,89,20,1.01,few clouds
461,Vila Velha,BR,-20.3297,-40.2925,69.94,95,0,1.01,clear sky
462,Harper,LR,4.375,-7.7169,79.48,86,100,8.28,light rain
463,Pimentel,PE,-6.8367,-79.9342,66.0,83,7,9.37,clear sky
464,Rocha,UY,-34.4833,-54.3333,54.21,69,63,10.2,broken clouds
465,Sorong,ID,-0.8833,131.25,79.66,84,89,9.51,overcast clouds
466,Seymchan,RU,62.8833,152.4333,61.48,38,97,10.02,overcast clouds
467,Seddon,AU,-37.8068,144.8916,55.89,66,75,3.0,light rain
468,Les Cayes,HT,18.2,-73.75,78.08,82,23,5.5,few clouds
469,Olafsvik,IS,64.8945,-23.7142,47.43,83,100,14.29,light rain
470,Ouegoa,NC,-20.35,164.4333,75.78,58,61,3.67,broken clouds
471,Garissa,KE,-0.4536,39.6401,77.11,74,79,19.37,broken clouds
472,Howard Springs,AU,-12.497,131.047,89.51,56,23,8.01,few clouds
473,Sakakah,SA,29.9697,40.2064,81.97,17,3,5.19,clear sky
474,Awbari,LY,26.5921,12.7805,84.09,26,1,7.2,clear sky
475,Sanmenxia,CN,34.7747,111.1814,89.78,13,3,14.88,clear sky
476,Havoysund,NO,70.9963,24.6622,58.08,75,13,22.91,few clouds
477,Zhengjiatun,CN,43.5064,123.5064,71.44,34,39,14.43,scattered clouds
478,Flic En Flac,MU,-20.2742,57.3631,70.36,73,17,16.96,few clouds
479,Turayf,SA,31.6725,38.6637,68.25,45,0,11.5,clear sky
480,Murgab,TM,37.4966,61.9714,93.07,24,0,10.76,clear sky
481,Jinchang,CN,38.4953,102.1739,81.12,6,0,14.99,clear sky
482,Podor,MR,16.6527,-14.9587,87.44,25,15,12.82,few clouds
483,Qasigiannguit,GL,68.8193,-51.1922,37.65,95,100,3.53,overcast clouds
484,Sao Sebastiao,BR,-23.76,-45.4097,68.27,90,44,3.0,scattered clouds
485,Price,US,39.5994,-110.8107,79.86,19,1,3.44,clear sky
486,Katete,UG,-0.7818,29.7544,61.65,88,100,2.39,overcast clouds
487,Pemba,MZ,-12.974,40.5178,70.5,100,40,10.36,scattered clouds
488,Sechura,PE,-5.5569,-80.8222,67.86,76,5,9.89,clear sky
489,Tortoli,IT,39.9256,9.6572,66.81,94,0,3.44,clear sky
490,Baoning,CN,25.3378,110.026,76.86,61,40,3.33,scattered clouds
491,Vardo,NO,70.3705,31.1107,50.2,72,13,1.63,few clouds
492,Kologriv,RU,58.8275,44.3178,60.4,41,4,9.15,clear sky
493,Mayna,RU,54.1135,47.6231,53.62,66,34,21.43,scattered clouds
494,Borgarnes,IS,64.5383,-21.9206,56.8,75,99,7.07,overcast clouds
495,Kruisfontein,ZA,-34.0033,24.7314,46.69,70,72,5.7,broken clouds
496,Pokrovskoye,RU,47.4157,38.8971,56.8,86,93,6.87,overcast clouds
497,Palmer,US,42.1584,-72.3287,68.38,86,90,1.01,overcast clouds
498,Sobolevo,RU,54.4299,31.8996,56.66,75,60,8.23,broken clouds
499,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,62.08,83,0,1.74,clear sky
500,Valle De Allende,MX,26.9333,-105.4,67.32,49,92,5.64,overcast clouds
501,Sambava,MG,-14.2667,50.1667,73.65,78,77,8.08,broken clouds
502,Jasidih,IN,24.5167,86.65,99.45,29,9,7.23,clear sky
503,Bae,ID,-6.7681,110.8617,88.9,52,51,10.09,broken clouds
504,Bodden Town,KY,19.2833,-81.25,81.93,56,4,12.06,clear sky
505,Namibe,AO,-15.1961,12.1522,71.08,69,0,4.83,clear sky
506,Geraldton,AU,-28.7667,114.6,73.13,56,0,5.88,clear sky
507,Iralaya,HN,15.0,-83.2333,79.88,79,7,8.37,clear sky
508,Mareeba,AU,-17.0,145.4333,78.44,68,59,3.96,broken clouds
509,Tevriz,RU,57.509,72.4042,46.78,43,62,15.01,broken clouds
510,Vitoria Do Mearim,BR,-3.4622,-44.8706,71.83,98,46,2.95,scattered clouds
511,Nuevo Progreso,MX,23.1667,-97.95,76.59,84,72,2.91,broken clouds
512,Caborca,MX,30.5838,-111.101,81.48,19,48,4.32,scattered clouds
513,Tessalit,ML,20.1986,1.0114,88.57,10,29,4.38,scattered clouds
514,Buta,CD,2.7858,24.73,70.56,99,100,0.6,overcast clouds
515,Lavrentiya,RU,65.5833,-171.0,33.66,80,100,2.17,overcast clouds
516,Lakeside,US,30.13,-81.7682,75.25,93,75,3.49,mist
517,Skjervoy,NO,70.0311,20.9714,57.2,69,3,2.59,clear sky
518,Yerbogachen,RU,61.2767,108.0108,77.22,41,90,2.51,overcast clouds
519,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.29,48,28,3.76,scattered clouds
520,Sangar,RU,63.9242,127.4739,73.58,45,36,4.74,light rain
521,Zinder,NE,13.8072,8.9881,82.29,21,43,4.88,scattered clouds
522,Pimenta Bueno,BR,-11.6725,-61.1936,70.43,80,80,1.39,broken clouds
523,Basco,PH,20.4487,121.9702,83.25,78,51,29.04,broken clouds
524,Bowen,AU,-20.0167,148.2333,80.82,49,54,6.22,broken clouds
525,Ahipara,NZ,-35.1667,173.1667,58.15,68,18,4.97,few clouds
526,Liwale,TZ,-9.7667,37.9333,67.59,90,49,0.6,scattered clouds
527,Maldonado,UY,-34.6667,-54.9167,58.39,67,74,11.88,broken clouds
528,Tshikapa,CD,-6.4167,20.8,69.04,68,23,3.22,few clouds
529,Botou,CN,38.0667,116.5667,94.15,11,1,17.18,clear sky
530,Soto La Marina,MX,23.7667,-98.2167,75.78,79,81,6.42,broken clouds
531,Zhezkazgan,KZ,47.8043,67.7144,79.32,42,45,5.68,light rain
532,Penarroya-Pueblonuevo,ES,38.3,-5.2667,59.11,50,36,0.85,scattered clouds
533,Parintins,BR,-2.6283,-56.7358,73.17,98,97,2.84,overcast clouds
534,Batsfjord,NO,70.6345,29.7185,50.22,60,9,11.01,clear sky
535,Gladstone,AU,-23.85,151.25,67.93,49,100,9.22,overcast clouds
536,Staritsa,RU,56.5075,34.9354,58.35,63,30,7.58,scattered clouds
537,Vanimo,PG,-2.6741,141.3028,83.59,79,52,5.61,broken clouds
538,Katsuura,JP,35.1333,140.3,73.11,95,100,32.64,overcast clouds
539,Honningsvag,NO,70.9821,25.9704,58.53,54,0,10.36,clear sky
540,Tromso,NO,69.6496,18.957,59.65,62,0,1.01,clear sky
541,Yakeshi,CN,49.2833,120.7333,57.96,71,100,17.4,overcast clouds
542,San-Pedro,CI,4.7485,-6.6363,78.94,89,100,6.62,light rain
543,Ancud,CL,-41.8697,-73.8203,48.22,83,100,10.85,overcast clouds
544,Mahibadhoo,MV,3.7833,72.9667,84.09,66,100,16.49,overcast clouds
545,Niquelandia,BR,-14.4739,-48.4597,67.17,56,1,3.51,clear sky
546,Seabra,BR,-12.4186,-41.7703,56.93,91,2,3.2,clear sky
547,Dzaoudzi,YT,-12.7887,45.2699,80.49,74,75,12.66,broken clouds
548,Tiarei,PF,-17.5333,-149.3333,78.82,79,52,16.08,light rain
549,Nioro,GM,13.35,-15.75,77.63,58,78,5.14,broken clouds
550,Kysyl-Syr,RU,63.8986,122.7617,85.73,19,43,9.73,scattered clouds
551,Plettenberg Bay,ZA,-34.0527,23.3716,53.42,60,73,4.07,broken clouds
552,Kehychivka,UA,49.2866,35.7615,53.47,95,100,8.81,overcast clouds
553,Shuyskoye,RU,59.3736,41.0305,60.15,50,22,6.44,few clouds
554,Tezu,IN,27.9167,96.1667,89.44,54,96,3.78,overcast clouds
555,Atar,MR,20.5169,-13.0499,86.54,32,84,11.95,broken clouds
556,Scarborough,GB,54.2797,-0.4044,53.78,86,69,1.99,broken clouds
557,Kijang,KR,35.2442,129.2139,78.53,51,45,9.95,scattered clouds
558,Gaziantep,TR,37.0594,37.3825,69.73,40,0,11.52,clear sky
559,Horconcitos,PA,8.4682,-81.8007,68.83,94,100,3.09,overcast clouds
560,Kieta,PG,-6.2167,155.6333,81.84,81,100,3.13,light rain
561,Thames,NZ,-37.1333,175.5333,59.25,79,9,2.19,clear sky
562,Yushu,CN,44.8,126.5333,59.16,65,99,13.35,light rain
563,Sibolga,ID,1.7427,98.7792,82.15,84,100,2.64,overcast clouds
564,Port Lincoln,AU,-34.7333,135.8667,60.51,58,67,5.28,broken clouds
565,Kamina,CD,-8.7386,24.9906,62.47,82,29,3.02,scattered clouds
566,Vytegra,RU,61.0064,36.4481,61.99,53,2,3.6,clear sky
567,Santo Antonio Da Platina,BR,-23.295,-50.0772,61.14,87,0,5.32,clear sky
568,Aripuana,BR,-9.1667,-60.6333,71.17,67,39,2.06,scattered clouds
569,Yenagoa,NG,4.9247,6.2642,76.14,95,95,4.12,light rain
570,Rizhao,CN,35.4275,119.4553,83.88,25,0,18.16,clear sky
571,Quesnel,CA,52.9999,-122.5029,64.9,52,20,6.91,few clouds
572,Lompoc,US,34.6391,-120.4579,59.77,85,90,2.3,mist
573,Domoni,KM,-12.2569,44.5319,78.93,73,6,10.11,clear sky
574,Viedma,AR,-40.8135,-62.9967,54.09,78,100,12.91,overcast clouds
575,Zorgo,BF,12.2489,-0.6158,87.42,46,4,8.03,clear sky
576,Nsukka,NG,6.8561,7.3927,68.65,97,100,2.37,very heavy rain
577,Biga,TR,40.2281,27.2422,57.18,79,23,3.06,few clouds
578,Skotterud,NO,59.9828,12.1283,56.48,60,8,2.46,clear sky
579,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,20,3.44,few clouds
580,Filadelfia,US,39.9523,-75.1638,71.11,94,90,5.99,overcast clouds
581,Bonfim,BR,3.0833,-59.95,73.33,96,100,3.4,overcast clouds
582,Traverse City,US,44.7631,-85.6206,66.94,77,90,0.0,overcast clouds
583,Dire,ML,12.2833,-10.9667,83.97,44,69,1.5,broken clouds
584,Saint-Georges,GD,12.0564,-61.7485,79.03,80,100,15.05,overcast clouds
585,Sar-E Pul,AF,35.8333,66.1667,82.62,15,0,5.1,clear sky
586,Mezen,RU,65.8522,44.24,70.23,40,55,12.41,broken clouds
587,Murashi,RU,59.3999,48.9615,59.13,43,2,8.05,clear sky
588,Puerto Ayacucho,VE,5.6639,-67.6236,74.68,93,100,3.4,overcast clouds
589,Puerto Escondido,MX,15.85,-97.0667,82.74,76,35,2.04,scattered clouds
590,Marzuq,YE,14.4,46.4667,81.64,31,99,4.5,overcast clouds
591,Karimganj,IN,24.8667,92.35,87.93,70,88,2.21,overcast clouds
592,Aniva,RU,46.7144,142.5294,57.31,98,100,20.76,overcast clouds
593,Osorno,CL,-40.5667,-73.15,48.51,93,75,3.44,broken clouds
594,Bend,US,44.0582,-121.3153,67.46,49,1,1.01,clear sky
595,Probolinggo,ID,-7.7543,113.2159,89.46,58,69,7.49,broken clouds
596,Rapid Valley,US,44.0625,-103.1463,72.57,53,1,1.01,clear sky
597,Verkhnyaya Inta,RU,65.9811,60.3094,54.63,42,22,16.78,few clouds
598,Bethlehem,BR,-1.4558,-48.5044,75.24,94,0,3.44,clear sky
599,Thyboron,DK,56.6985,8.2124,58.17,95,65,10.89,broken clouds
600,Khakhea,BW,-24.6895,23.494,44.06,70,0,6.26,clear sky
601,Mulege,MX,26.8833,-111.9833,80.67,35,0,2.39,clear sky
602,San Jose,US,37.3394,-121.895,68.49,68,20,5.75,few clouds
603,Bambanglipuro,ID,-7.95,110.2833,85.3,67,49,8.43,scattered clouds
604,Axim,GH,4.8699,-2.2405,78.84,88,50,5.73,light rain
605,Kuytun,RU,54.3419,101.5036,81.5,30,72,8.28,broken clouds
606,Masunga,BW,-20.6246,27.4488,45.57,77,0,11.54,clear sky
607,Fengcheng,CN,40.4536,124.0717,71.33,54,60,7.14,broken clouds
608,Talnakh,RU,69.4865,88.3972,33.87,100,100,6.49,light rain
609,Mabaruma,GY,8.2,-59.7833,72.64,99,100,1.99,overcast clouds
610,Mont-Saint-Aignan,FR,49.4631,1.0936,54.52,88,90,5.99,overcast clouds
611,Batagay,RU,67.6333,134.6333,81.36,23,100,14.18,overcast clouds
612,Sosua,DO,19.7667,-70.5167,75.24,86,46,11.9,scattered clouds
613,Itoman,JP,26.1247,127.6694,89.98,82,75,14.97,broken clouds
614,Xining,CN,36.6167,101.7667,70.21,20,0,4.76,clear sky
615,Chernyshevskiy,RU,63.0128,112.4714,77.97,31,100,3.4,overcast clouds
616,Chaman,PK,30.9236,66.4512,91.35,18,0,3.38,clear sky
617,Kushiro,JP,42.975,144.3747,52.75,100,75,23.69,fog
618,Itupiranga,BR,-5.1347,-49.3267,73.72,88,41,2.93,scattered clouds
619,Guca,RS,43.7767,20.2253,54.84,73,0,2.75,clear sky
620,Nador,MA,35.174,-2.9287,68.07,88,75,2.35,light rain
621,Manoel Urbano,BR,-8.8389,-69.2597,74.68,73,100,0.58,overcast clouds
622,Maceio,BR,-9.6658,-35.7353,72.84,100,75,2.77,broken clouds
623,Carauari,BR,-4.8828,-66.8958,77.32,77,98,1.97,moderate rain
624,Usman,RU,52.0466,39.7288,55.44,76,98,14.05,overcast clouds
625,Kangaatsiaq,GL,68.3065,-53.4641,33.78,85,100,2.93,overcast clouds
626,Chiang Rai,TH,19.9167,99.9167,94.05,66,20,4.61,few clouds
627,Yarim,YE,14.298,44.3779,66.13,20,24,9.15,few clouds
628,Wagar,SD,16.1525,36.2032,88.43,40,3,13.44,clear sky
629,Gravdal,NO,68.1214,13.5031,57.09,67,0,1.14,clear sky
630,Suez,EG,29.9737,32.5263,68.56,65,67,8.79,broken clouds
631,Syava,RU,58.0146,46.3222,58.57,43,0,11.12,clear sky
632,Kuminskiy,RU,58.6667,66.5667,49.19,38,6,10.92,clear sky
633,Tazovskiy,RU,67.4667,78.7,41.29,62,53,16.28,broken clouds
634,Makakilo City,US,21.3469,-158.0858,80.92,71,90,9.22,light rain
635,Whangamata,NZ,-37.2,175.8667,58.01,81,15,2.68,few clouds
636,Laguna,US,38.421,-121.4238,86.5,39,1,7.25,clear sky
637,Tura,IN,25.5198,90.2201,87.6,58,1,5.7,clear sky
638,Tartus,SY,34.889,35.8866,71.42,67,0,5.37,clear sky
639,Ambanja,MG,-13.6833,48.45,73.33,78,24,2.77,few clouds
640,Taitung,TW,22.7583,121.1444,89.87,66,75,14.97,broken clouds
641,Halifax,CA,44.6453,-63.5724,57.09,95,100,3.0,overcast clouds
642,Inta,RU,66.0317,60.1659,55.44,41,19,16.89,few clouds
643,Luena,AO,-11.7833,19.9167,48.74,59,9,5.12,clear sky
644,Ust-Kulom,RU,61.6864,53.6902,63.45,46,6,5.7,clear sky
645,Marsa Matruh,EG,31.3525,27.2453,68.2,68,0,6.91,clear sky
646,Uncia,BO,-18.467,-66.5685,41.29,56,24,3.89,few clouds
647,Torbay,CA,47.6666,-52.7314,56.17,74,75,11.5,broken clouds
648,Zhigansk,RU,66.7697,123.3711,69.15,45,100,5.3,overcast clouds
649,Hobyo,SO,5.3505,48.5268,80.91,77,100,20.74,overcast clouds
650,Pecos,US,31.4229,-103.4932,74.3,49,1,6.91,clear sky
651,Green River,US,41.5286,-109.4662,72.0,24,2,8.16,clear sky
652,Sibut,CF,5.718,19.0739,69.94,98,58,4.14,light rain
653,Aswan,EG,24.0934,32.907,83.3,20,27,20.22,scattered clouds
654,Phalodi,IN,27.1333,72.3667,95.0,35,38,4.56,scattered clouds
655,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.59,99,100,2.08,light rain
656,Berezovka,BY,53.7214,25.4993,56.25,81,79,3.49,broken clouds
657,Sao Gotardo,BR,-19.3111,-46.0489,59.63,71,12,3.56,few clouds
658,Marsaxlokk,MT,35.8419,14.5431,67.08,94,20,4.61,few clouds
659,El Paso,US,31.8001,-106.2005,78.46,21,75,6.35,broken clouds
660,Uvalde,US,29.3669,-99.767,67.19,73,75,7.87,broken clouds
661,Shintomi,JP,32.0785,131.4723,78.12,76,100,4.21,overcast clouds
662,Strezhevoy,RU,60.7333,77.5889,46.38,39,96,11.48,overcast clouds
663,Pombas,CV,17.1503,-25.0201,71.38,82,51,14.83,broken clouds
664,Edson,CA,53.5835,-116.4356,66.31,39,1,2.3,clear sky
665,Gua Musang,MY,4.8823,101.9644,92.73,55,84,2.42,broken clouds
666,Bani,DO,18.2833,-70.3333,76.86,82,87,10.54,overcast clouds
667,Barra Patuca,HN,15.8,-84.2833,78.85,84,61,8.43,broken clouds
668,Juarez,MX,31.7333,-106.4833,79.61,17,75,7.16,broken clouds
669,Yumen,CN,40.2833,97.2,86.85,7,6,17.02,clear sky
670,Tenenkou,ML,14.4572,-4.9169,90.79,27,8,6.55,clear sky
671,Waddan,LY,29.1614,16.139,77.52,39,50,4.09,scattered clouds
672,Labuhan,ID,-6.8844,112.2051,88.72,62,62,11.79,broken clouds
673,Mantua,IT,45.1667,10.7833,68.74,84,8,0.74,clear sky
674,Touros,BR,-5.1989,-35.4608,72.5,89,3,8.95,clear sky
675,College,US,64.8569,-147.8028,70.12,33,75,10.36,broken clouds
676,Bielsk Podlaski,PL,52.7651,23.1865,61.02,79,92,5.21,overcast clouds
677,Zyryanka,RU,65.75,150.85,71.02,21,65,12.1,broken clouds
678,Samfya,ZM,-11.3649,29.5565,61.41,79,25,5.32,scattered clouds
679,Bubaque,GW,11.2833,-15.8333,78.22,78,46,12.55,scattered clouds
680,Fengrun,CN,39.8333,118.1167,81.75,22,4,20.94,clear sky
681,Sosnytsya,UA,51.5239,32.4999,55.72,76,100,9.24,overcast clouds
682,Alta Floresta,BR,-9.8756,-56.0861,67.39,72,31,1.54,scattered clouds
683,Ucluelet,CA,48.9329,-125.5528,61.05,86,41,1.01,scattered clouds
684,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,76,40,9.13,moderate rain
685,Redlands,US,34.0556,-117.1825,83.55,63,1,11.5,clear sky
686,Puerto Rico,AR,-26.796,-55.024,64.65,88,2,2.93,clear sky
687,Sept-Iles,CA,50.2001,-66.3821,52.23,88,90,4.61,overcast clouds
688,Coruripe,BR,-10.1256,-36.1756,73.29,90,35,2.89,scattered clouds
689,Clive,US,41.603,-93.7241,71.82,56,1,1.99,clear sky
690,Troyes,FR,48.3333,4.0833,61.57,94,90,1.14,mist
